"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
35,4,4,4,3,3,3,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,34,6,6,7,7,7,1,40,4,4,4,4,4,4,4,4,4,4,56,29,27,3,4,3,3,3,4,3,3,4,2,4,4,4,4,4,4,6,5,4.66666666666667,4,4.66666666666667,4.875,4.66666666666667,8.66666666666667,4,3,3,8,5,0,3,4,8,6,5,8,8,3,9,7,0,10,5,8,7,7,5,1,4,1.83333333333333,0,0,0,4,1,1,4,4,4,4,0,0,0,3,4,4,22,0,4,4,2,2,0,1,4,1,4,11.4285714285714,12,9.33333333333333,11,3,4,5,5,4,4,1,3,2,1,3,1,4,2,5,2,1,1,2,4,1,2,3,4,3,2
23,3,2,2,2,2,2,3,2,3,2,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,14,32,6,5,6,5,6,4,28,3,3,2,3,3,3,2,3,3,3,42,24,18,3,2,4,3,1,2,3,3,3,2,2,2,4,2,3,3,5,6.33333333333333,4,3.66666666666667,5.33333333333333,4.875,7.33333333333333,6,4,4,6,7,5,7,6,3,3,5,7,9,5,7,3,9,4,6,2,9,6,5,5,1.16666666666667,2.5,1.33333333333333,1,2,0,3,0,1,3,1,4,2,1,1,1,2,1,2,18,2,2,3,1,2,1,1,2,2,2,14.8571428571429,11.2,8,13,3,4,4,4,3,3,3,3,4,3,2,1,4,2,3,4,4,4,2,2,2,2,4,4,4,4
27,2,2,3,4,2,3,3,3,2,3,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,2,0,13,38,7,7,4,6,7,7,28,4,3,3,2,3,3,2,3,3,2,31,19,12,2,3,1,1,1,3,3,1,3,1,1,2,4,1,2,2,8,8.33333333333333,7.33333333333333,9.66666666666667,8.66666666666667,8.375,4,8,9,8,7,8,8,7,5,9,10,8,9,5,7,3,7,9,10,9,8,4,9,8,8,2.16666666666667,0.5,0.5,2,3,3,2,2,1,1,0,1,0,0,0,0,1,1,1,14,2,1,2,1,1,1,2,1,3,0,16.5714285714286,16,14.6666666666667,15,4,4,5,4,5,5,4,4,4,3,3,4,3,4,5,4,4,4,5,4,3,4,3,4,4,2
27,3,2,2,3,4,2,2,3,3,3,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,2,1,16,41,7,7,7,6,7,7,32,4,3,3,3,3,4,3,3,3,3,38,21,17,2,3,2,2,2,3,2,2,3,2,2,2,4,2,3,2,5.66666666666667,6.33333333333333,6.66666666666667,5.66666666666667,6,6,3.66666666666667,6.33333333333333,6,6,7,7,7,6,4,5,6,7,6,4,6,3,7,7,5,6,7,4,6,3,5,1.5,1,0.666666666666667,2,1,1,2,1,2,2,1,1,0,0,0,0,0,3,1,19,2,3,2,1,2,2,1,3,2,1,17.7142857142857,11.2,17.3333333333333,13.5,4,3,5,5,3,3,3,4,4,3,3,3,3,3,5,4,5,4,3,4,5,4,3,3,4,2
29,2,3,1,3,3,2,4,3,4,4,1,1,1,2,1,1,1,1,1,1,2,2,0,1,2,1,1,0,1,1,22,33,6,5,6,4,6,6,38,4,4,3,4,4,4,3,4,4,4,45,22,23,2,3,3,4,2,3,3,3,2,3,3,3,3,2,3,3,5.66666666666667,5,4.66666666666667,5.33333333333333,7.33333333333333,5.5625,7.66666666666667,4.33333333333333,5,5,5,6,6,4,8,7,6,6,6,8,2,8,5,10,5,5,5,7,4,5,5,2.16666666666667,3,2.5,2,2,2,3,3,1,2,3,3,4,3,2,3,3,2,2,25,2,2,3,2,2,2,3,3,3,3,16,8.8,10.6666666666667,15,3,2,5,5,3,2,3,3,4,1,0,3,4,2,5,4,4,4,2,3,3,2,4,5,5,4
15,2,1,1,1,2,2,1,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,5,36,6,6,6,6,6,6,25,3,2,3,2,2,3,2,3,2,3,45,22,23,3,4,3,2,3,2,3,3,3,3,2,3,3,2,3,3,2.33333333333333,6.33333333333333,6.33333333333333,3.33333333333333,4,4.375,6.33333333333333,4,2,2,6,4,2,3,8,2,3,3,4,4,3,7,7,8,5,5,9,4,9,2,3,0.833333333333333,2.5,2,1,1,2,0,1,0,3,2,3,2,2,2,2,2,2,2,28,3,3,4,2,3,3,3,2,3,2,15.4285714285714,10.4,17.3333333333333,14.5,3,3,4,5,2,2,2,5,4,2,3,1,4,2,5,3,4,4,3,4,5,4,4,4,5,3
36,4,4,4,3,3,4,3,4,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,6,40,7,7,7,7,7,5,39,4,4,4,4,4,4,4,4,3,4,30,16,14,1,3,1,2,1,3,1,1,3,2,2,2,3,1,2,2,6.33333333333333,7.33333333333333,7.33333333333333,7,8,7.125,2,7,7,8,7,8,5,10,3,8,7,9,7,3,6,0,6,8,7,7,6,3,8,5,6,3.66666666666667,1.25,0,4,4,4,3,4,3,1,2,1,1,0,0,0,0,0,0,11,2,1,2,0,1,1,1,1,1,1,16,11.2,12,16,4,3,5,5,3,3,4,5,5,3,2,3,4,2,5,2,4,4,4,2,3,4,5,3,5,2
30,3,3,2,3,4,4,3,2,3,3,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,7,42,7,7,7,7,7,7,34,4,3,3,4,4,3,3,3,4,3,41,22,19,2,4,3,3,2,2,2,2,3,3,3,2,4,1,3,2,7.66666666666667,9,5.66666666666667,7.33333333333333,6,7.125,4,9,7,5,8,9,9,6,6,7,7,8,9,8,9,2,7,6,8,9,4,4,10,6,7,0.5,1.25,1.33333333333333,0,0,0,0,3,0,2,1,0,2,1,0,1,2,2,2,31,4,3,3,2,3,3,2,3,4,4,13.1428571428571,13.6,12,11,3,4,3,5,4,4,3,4,4,3,3,0,2,2,4,4,2,2,3,2,5,2,1,5,4,3
27,2,3,2,3,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,42,7,7,7,7,7,7,36,4,2,3,3,4,4,4,4,4,4,34,18,16,2,2,2,2,2,3,2,2,2,2,1,2,4,2,2,2,8,7.33333333333333,5.33333333333333,7,6.66666666666667,6.8125,2,7.33333333333333,7,6,6,7,7,5,2,6,8,9,7,3,7,2,6,8,6,8,5,2,9,8,6,2.16666666666667,1.75,1.33333333333333,2,2,3,2,3,1,2,1,2,2,2,1,0,1,2,2,11,2,1,3,1,2,0,0,1,1,0,17.7142857142857,12.8,12,15.5,4,4,5,5,4,3,3,5,5,3,3,2,3,2,5,4,5,4,4,3,3,3,5,4,5,2
27,3,3,2,3,3,3,3,3,2,2,1,1,1,0,1,2,1,0,0,0,1,1,0,2,0,0,1,1,1,1,15,34,6,5,7,5,7,4,25,3,3,2,2,3,2,3,2,3,2,41,21,20,2,3,3,2,3,2,3,3,3,3,2,2,3,2,3,2,4,3.33333333333333,2.66666666666667,5.33333333333333,5,4.125,5.66666666666667,5.33333333333333,4,4,2,4,3,3,6,5,7,6,6,9,6,5,4,6,5,6,1,6,2,3,5,1.66666666666667,2,0,1,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0,24,3,2,3,2,2,3,2,2,2,3,12.5714285714286,8.8,5.33333333333333,7,3,2,4,5,2,2,2,2,3,1,2,1,1,1,5,1,3,3,3,1,1,2,3,2,1,2
23,2,3,1,2,3,3,2,2,3,2,1,1,0,1,1,2,2,0,0,1,1,2,1,1,2,1,2,0,1,1,21,39,7,7,7,6,7,5,29,4,3,2,2,2,3,3,3,4,3,33,17,16,2,2,2,2,2,1,2,2,2,2,1,2,4,2,3,2,6.33333333333333,7.66666666666667,5.33333333333333,3,5.33333333333333,5.5625,4,4.66666666666667,4,4,5,6,6,3,6,6,2,7,9,2,2,0,7,6,3,6,6,6,9,6,6,1.33333333333333,0.75,0.166666666666667,2,1,1,2,1,1,1,0,1,1,1,0,0,0,0,0,15,2,1,2,2,1,1,2,2,1,1,14.2857142857143,12,10.6666666666667,15.5,4,3,2,4,4,3,2,5,4,3,1,2,3,3,4,4,4,4,3,3,1,4,5,4,5,4
32,4,3,2,3,3,4,3,3,4,3,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,9,36,6,6,7,6,7,4,35,4,3,3,3,4,4,3,4,4,3,30,11,19,1,3,1,3,2,1,1,3,1,2,2,2,2,2,2,2,5.66666666666667,8.66666666666667,6.66666666666667,8.66666666666667,7.66666666666667,7.375,6.66666666666667,4,8,8,9,3,6,6,8,7,9,7,8,7,3,6,6,8,9,6,8,6,9,4,6,3.16666666666667,2.25,2,3,3,4,3,3,3,2,3,1,3,2,1,2,2,3,2,17,2,3,4,1,0,2,1,1,2,1,15.4285714285714,14.4,13.3333333333333,10.5,2,1,4,5,4,5,4,5,2,2,2,2,3,1,5,3,4,4,4,4,2,4,2,2,4,3
23,3,2,2,2,3,2,3,2,2,2,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,2,17,40,7,7,7,7,6,6,33,4,2,2,4,3,4,4,4,4,2,32,15,17,1,3,2,2,2,2,1,2,2,2,2,2,3,2,2,2,5.66666666666667,9,6,5.33333333333333,5.33333333333333,6.1875,6,6,4,4,9,6,4,6,8,4,7,8,8,6,6,5,6,8,5,6,6,5,10,5,5,2.83333333333333,0.25,1.33333333333333,3,3,2,3,3,3,1,0,0,0,1,1,1,1,2,2,25,3,3,2,2,3,3,1,3,2,3,12.5714285714286,12,9.33333333333333,11.5,3,3,2,5,3,3,4,2,4,2,4,1,2,2,4,2,3,4,2,3,1,3,5,2,5,3
22,2,2,1,2,2,3,1,3,3,3,0,0,0,0,0,1,0,1,0,0,1,1,2,1,3,0,0,1,2,1,14,32,6,5,5,5,6,5,22,4,4,2,2,1,3,1,2,1,2,62,31,31,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3.66666666666667,3.33333333333333,3.33333333333333,4.33333333333333,3.33333333333333,3.625,6.33333333333333,3.33333333333333,3,3,4,4,4,3,8,4,6,5,3,7,3,5,4,3,4,3,3,6,3,2,4,0.166666666666667,3.75,2.5,0,0,0,1,0,0,3,4,4,4,2,3,1,2,4,3,25,3,2,3,2,2,4,1,2,3,3,10.2857142857143,8,8,6,3,2,4,4,2,2,2,3,3,1,1,0,1,1,2,3,3,1,2,2,1,3,1,2,1,3
36,4,3,3,4,4,3,3,4,4,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,42,7,7,7,7,7,7,36,4,3,3,3,3,4,4,4,4,4,34,13,21,1,3,2,2,2,1,1,2,2,4,1,4,4,3,1,1,7.33333333333333,8.33333333333333,9,9,5.33333333333333,7.8125,6,9,7,5,5,9,5,8,8,5,10,10,10,0,8,5,10,6,10,10,9,5,10,7,8,2.66666666666667,1.75,3,3,3,3,1,3,3,2,2,1,2,2,2,3,3,4,4,24,2,4,3,1,2,3,0,4,4,1,17.1428571428571,14.4,18.6666666666667,11.5,5,5,5,5,4,4,4,4,3,2,3,1,3,1,5,4,4,5,5,4,5,5,4,3,4,2
26,3,2,3,2,2,4,2,2,3,3,0,0,0,0,1,1,1,3,2,0,0,2,0,0,1,0,0,1,2,2,16,36,6,6,6,6,6,6,32,4,3,3,3,3,4,3,3,3,3,35,19,16,2,3,2,2,2,2,2,2,3,2,1,1,4,2,3,2,6.33333333333333,7,6,6,5.33333333333333,6.1875,3.66666666666667,4.33333333333333,6,5,8,5,6,5,3,5,6,6,7,2,3,5,7,6,6,5,6,3,6,7,7,1.83333333333333,2.25,1.5,1,3,1,3,2,1,2,2,3,2,1,1,1,2,2,2,14,3,1,2,1,1,1,1,1,2,1,16,14.4,13.3333333333333,13,4,3,4,5,4,4,3,4,3,3,4,3,4,3,5,3,4,4,4,4,2,4,2,3,4,2
33,3,4,3,2,3,4,2,4,4,4,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,6,41,7,7,7,7,7,6,36,4,3,3,3,4,4,4,3,4,4,48,26,22,4,4,4,2,2,1,3,3,3,2,3,3,4,2,4,4,7.33333333333333,7.33333333333333,6.33333333333333,5.33333333333333,7.66666666666667,6.8125,4.33333333333333,7.33333333333333,5,8,8,9,8,7,6,6,5,8,6,2,4,3,8,9,6,9,4,4,8,6,7,0.833333333333333,2.5,1.33333333333333,1,2,1,1,0,0,3,1,3,3,2,2,1,1,1,1,15,1,1,3,2,1,2,1,3,1,0,14.2857142857143,12.8,8,12.5,4,4,5,5,4,3,3,4,3,2,3,3,4,3,5,2,4,2,4,2,1,3,1,3,4,2
30,3,3,3,3,3,4,3,3,3,2,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,0,0,0,1,1,10,36,7,7,7,7,7,1,33,4,4,3,3,3,4,3,3,3,3,46,21,25,3,4,3,3,3,2,2,3,3,4,2,4,3,2,3,2,3,3.66666666666667,3.33333333333333,2.66666666666667,4.33333333333333,3.25,7.66666666666667,2.33333333333333,3,2,6,2,2,2,7,6,3,4,3,9,2,6,5,5,2,3,3,10,2,3,1,1,4,3,1,1,1,1,1,1,4,4,4,4,3,3,3,3,3,3,31,3,3,4,3,2,4,3,2,3,4,9.71428571428571,7.2,10.6666666666667,13,1,1,4,4,2,1,2,2,3,0,0,3,3,3,3,1,3,2,1,2,2,4,4,4,4,5
21,2,2,2,2,1,3,2,1,4,2,2,2,2,2,2,3,2,0,1,2,2,2,2,1,0,2,2,1,2,1,33,31,6,5,6,4,6,4,26,3,2,3,2,2,3,3,2,3,3,41,21,20,4,4,3,2,2,2,2,3,3,2,2,3,2,2,3,2,5.66666666666667,5.33333333333333,5.33333333333333,4.33333333333333,5,5.1875,4.33333333333333,6,5,3,8,7,5,5,7,5,3,7,5,7,3,3,5,7,5,8,6,3,3,5,6,1.16666666666667,3,1,1,1,1,1,2,1,3,3,3,3,0,0,2,0,2,2,21,3,3,2,2,2,3,2,1,2,1,14.2857142857143,10.4,10.6666666666667,16,4,2,4,4,3,2,3,4,4,3,2,3,3,3,5,2,4,3,3,3,2,3,5,5,5,3
27,3,4,3,3,2,3,2,2,3,2,0,0,0,0,0,0,1,0,1,0,1,1,1,1,2,0,0,1,2,2,13,37,6,7,7,6,7,4,29,3,4,1,3,4,4,3,2,2,3,58,28,30,3,4,4,4,3,2,3,4,4,3,4,4,4,4,4,4,6.33333333333333,9,7.33333333333333,5.66666666666667,4.33333333333333,6.625,6.33333333333333,4.66666666666667,6,8,8,5,6,10,6,3,4,6,9,5,2,6,8,2,7,7,4,7,10,7,8,0.333333333333333,4,2.33333333333333,0,0,1,0,0,1,4,4,4,4,4,0,2,3,3,2,19,2,2,3,1,1,3,2,1,3,1,10.2857142857143,9.6,13.3333333333333,9.5,1,2,3,4,2,2,1,4,1,0,2,0,3,4,5,3,2,1,3,3,3,4,1,1,5,3
27,4,3,1,3,4,3,2,1,4,2,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,8,40,7,6,7,7,6,7,30,3,3,3,3,3,3,3,3,3,3,30,14,16,2,3,2,1,1,1,1,2,2,3,1,3,2,1,3,2,6,5,7,6.66666666666667,7,6.3125,5.66666666666667,8.66666666666667,6,6,7,8,4,5,7,7,7,7,5,4,8,4,9,8,7,10,7,6,3,7,6,2.83333333333333,0.5,0,2,4,2,3,3,3,1,0,1,0,0,0,0,0,0,0,18,2,1,3,1,2,3,2,2,2,0,17.7142857142857,13.6,13.3333333333333,14.5,4,4,5,5,3,3,3,5,3,3,4,2,4,2,5,4,4,5,4,4,3,3,3,5,5,3
18,1,1,3,1,2,2,1,2,3,2,2,2,2,1,1,1,1,0,3,1,0,2,1,0,1,2,1,2,1,1,25,26,5,5,6,4,3,3,26,3,3,2,2,2,3,2,3,3,3,42,21,21,2,3,2,4,2,4,2,2,3,3,2,2,3,2,3,3,5.33333333333333,3.66666666666667,4.66666666666667,3.66666666666667,2.33333333333333,3.875,4.33333333333333,1.66666666666667,4,3,2,3,5,2,2,1,4,6,7,3,0,4,8,3,3,2,4,7,2,5,3,3.16666666666667,2.75,2.16666666666667,2,3,4,4,4,2,3,3,2,3,1,3,1,3,2,3,22,3,3,2,3,2,0,2,3,3,1,10.8571428571429,10.4,9.33333333333333,9.5,2,2,3,5,3,3,2,4,1,1,1,0,1,3,3,2,2,3,2,4,1,2,2,4,4,4
32,4,4,2,4,3,2,4,4,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,28,6,6,7,2,4,3,27,3,2,2,3,3,3,3,2,3,3,44,22,22,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,4,6.33333333333333,1.66666666666667,3.33333333333333,5,4,5.66666666666667,1.33333333333333,5,4,8,2,4,3,1,2,3,6,3,9,0,8,2,9,2,2,0,8,8,2,3,2.16666666666667,2.5,2,1,1,2,4,3,2,1,3,3,3,2,2,2,2,2,2,24,2,3,3,3,3,1,2,3,2,2,11.4285714285714,8.8,4,5.5,2,1,4,2,2,1,3,3,1,1,3,1,1,0,4,2,4,3,2,1,1,1,1,1,3,3
27,3,3,2,3,3,3,3,2,3,2,1,0,0,1,1,1,1,0,1,1,1,2,2,2,1,1,1,1,1,1,20,31,5,5,6,4,5,6,30,3,3,3,3,3,3,3,3,3,3,42,19,23,2,4,2,3,2,2,2,2,3,4,3,4,3,2,2,2,5.33333333333333,4.33333333333333,1.33333333333333,6.33333333333333,7.66666666666667,4.875,4.33333333333333,2.66666666666667,5,5,5,5,3,1,4,8,8,8,5,7,1,4,2,10,6,2,1,5,3,5,3,2,1.25,1,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,17,2,2,2,2,1,2,2,1,2,1,11.4285714285714,8.8,8,11.5,3,2,3,4,2,2,2,3,4,1,1,2,2,2,4,3,2,3,3,2,2,2,4,2,4,3
32,3,4,2,3,3,4,2,4,4,3,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,21,35,6,6,6,6,6,5,35,4,4,3,3,3,4,4,3,3,4,37,18,19,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,3,5.33333333333333,6,6,8,8.33333333333333,6.625,5,6,7,7,7,6,4,6,5,10,10,8,7,6,5,5,6,8,7,7,6,5,4,4,5,2.5,2,2,2,3,2,2,4,2,3,2,1,2,2,2,2,2,2,2,17,2,2,2,2,2,3,0,2,1,1,13.7142857142857,11.2,12,12.5,4,3,5,5,3,3,3,4,3,2,3,2,3,1,4,3,2,3,3,3,2,4,4,4,4,2
37,4,4,4,3,4,4,3,3,4,4,0,0,0,0,3,3,1,1,1,0,2,2,1,1,0,0,0,1,1,0,17,37,7,7,7,7,7,2,39,4,4,3,4,4,4,4,4,4,4,40,18,22,1,3,3,4,3,2,2,3,3,2,1,3,4,2,2,2,7.66666666666667,7.33333333333333,8.33333333333333,6.33333333333333,4,6.8125,5.33333333333333,3.66666666666667,6,3,7,7,7,8,8,5,7,8,7,6,2,1,9,4,6,2,8,7,8,8,8,3.33333333333333,3,2.16666666666667,2,4,4,4,3,3,3,3,3,3,2,2,1,2,3,3,21,2,2,2,1,2,2,2,3,2,3,10.2857142857143,11.2,10.6666666666667,12.5,4,2,2,4,3,4,2,3,3,2,2,0,4,2,4,2,2,2,2,2,2,4,4,4,5,3
30,3,3,4,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,1,19,40,7,7,7,6,6,7,31,3,2,3,3,4,3,4,3,3,3,36,16,20,2,3,2,2,3,2,2,2,1,2,2,3,3,3,2,2,7.33333333333333,7,7,7,6.33333333333333,6.9375,5.66666666666667,5.33333333333333,7,6,7,6,7,7,8,6,8,8,6,8,5,3,7,7,6,5,7,6,8,7,7,3,1.25,0.666666666666667,3,3,3,2,4,3,1,1,2,1,0,0,1,1,1,1,14,2,1,3,1,0,1,0,2,1,3,12,11.2,14.6666666666667,13.5,4,3,2,4,4,4,3,5,4,2,1,1,2,3,5,3,3,2,2,4,3,4,4,4,4,3
33,4,3,3,2,4,4,3,4,4,2,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,9,42,7,7,7,7,7,7,36,3,4,3,4,3,4,3,4,4,4,31,13,18,1,3,1,3,2,1,1,2,2,3,3,2,2,2,2,1,8.66666666666667,9,7.33333333333333,9.33333333333333,7.33333333333333,8.3125,4,7.33333333333333,10,7,7,7,8,6,6,8,9,9,10,2,7,4,8,7,9,8,8,2,10,9,8,3.16666666666667,1.75,0.5,3,3,3,2,4,4,2,1,2,2,1,1,1,0,0,0,13,2,1,3,1,0,2,0,1,2,1,14.2857142857143,15.2,10.6666666666667,14.5,5,4,4,4,5,5,3,4,5,3,3,1,4,3,5,2,4,3,4,3,2,3,4,4,4,2
23,3,2,2,2,3,3,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,36,6,6,6,6,6,6,33,4,4,3,3,3,4,3,3,3,3,24,12,12,1,3,1,1,1,1,1,2,1,1,2,1,4,2,1,1,5.33333333333333,6.33333333333333,6.66666666666667,5.33333333333333,5,5.75,3.33333333333333,7,6,3,5,7,6,7,4,5,5,6,6,4,7,2,7,7,5,7,6,4,8,4,6,3,1,0,3,3,3,3,3,3,1,1,1,1,0,0,0,0,0,0,24,2,3,3,2,2,3,2,3,1,3,16,12.8,12,14.5,4,4,4,5,3,3,3,5,4,3,3,2,4,3,5,4,4,3,3,3,2,4,4,4,3,4
22,2,2,2,2,1,4,1,2,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,0,6,42,7,7,7,7,7,7,34,4,4,3,3,3,3,4,4,3,3,44,20,24,2,3,1,3,3,3,2,3,3,2,2,3,4,3,3,4,4.66666666666667,6.33333333333333,5.33333333333333,3.33333333333333,4,4.75,4,3,3,2,4,4,4,3,2,4,2,6,6,8,0,5,6,6,5,5,7,5,9,4,5,1.16666666666667,1.5,0.666666666666667,1,2,2,0,1,1,1,1,3,1,0,0,0,1,2,1,23,3,3,3,2,2,2,2,2,2,2,16.5714285714286,10.4,9.33333333333333,9,4,2,5,5,3,3,2,3,3,2,2,2,2,2,5,5,4,3,2,2,2,3,2,2,2,3
33,4,4,3,3,3,3,3,3,4,3,1,1,1,1,1,1,1,2,0,1,1,1,0,0,1,1,1,0,1,0,16,39,7,7,7,7,7,4,31,4,3,3,3,3,3,3,3,3,3,48,24,24,3,3,3,3,3,3,3,3,3,4,2,3,4,2,3,3,5.33333333333333,4,5,3,6,4.625,2.66666666666667,8.33333333333333,3,4,4,8,6,6,4,6,2,7,5,5,8,1,5,8,4,9,4,3,3,3,4,0.5,2,0.833333333333333,0,0,0,3,0,0,2,2,1,3,0,0,0,1,2,2,12,0,1,2,2,2,1,1,2,0,1,16,12,10.6666666666667,12.5,4,3,4,5,3,2,3,3,4,4,4,2,2,4,5,3,3,4,4,2,2,4,4,2,4,2
33,3,4,3,3,4,4,3,3,3,3,0,1,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1,2,18,36,6,6,6,6,6,6,31,3,2,3,3,3,4,3,3,3,4,35,17,18,2,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2,6.66666666666667,7,7,5.66666666666667,8.33333333333333,6.8125,3.66666666666667,6.66666666666667,5,7,8,8,5,8,4,8,6,8,6,8,5,2,7,10,6,7,6,5,7,7,5,1.83333333333333,2,1.83333333333333,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,15,1,1,3,1,2,2,1,2,1,1,14.8571428571429,11.2,13.3333333333333,14,4,4,5,4,3,3,4,3,2,2,2,3,3,3,5,3,4,3,3,3,3,4,5,4,5,3
25,2,3,2,2,3,3,3,2,3,2,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,9,42,7,7,7,7,7,7,36,3,3,3,3,4,4,4,4,4,4,37,17,20,2,3,2,3,2,2,2,2,3,3,2,3,2,2,2,2,6,7.33333333333333,7.33333333333333,7.66666666666667,7.33333333333333,7.0625,4,8,7,6,8,8,7,8,7,7,9,8,7,4,8,2,7,9,7,8,7,3,7,3,6,2.83333333333333,1.5,1.66666666666667,3,2,3,1,4,4,1,2,1,2,1,1,2,2,2,2,15,2,2,2,1,2,1,1,2,1,1,16.5714285714286,12.8,10.6666666666667,14,4,4,4,4,3,3,5,3,4,4,4,2,3,3,5,3,5,4,4,3,1,4,3,5,5,2
37,4,4,4,4,4,3,3,4,4,3,1,1,1,0,0,1,1,0,0,0,0,2,1,1,0,1,1,1,0,0,12,42,7,7,7,7,7,7,33,4,3,3,3,3,3,4,4,3,3,24,8,16,1,3,1,1,1,1,1,2,1,3,1,3,1,2,1,1,6.33333333333333,7,5.33333333333333,7.66666666666667,8,6.8125,5.33333333333333,3.66666666666667,7,8,8,5,6,5,5,8,8,7,7,7,0,6,5,8,8,6,6,5,6,6,6,3.66666666666667,1.5,3,3,4,4,3,4,4,2,0,1,3,3,3,3,3,3,3,20,2,3,3,2,1,1,3,1,2,2,12,13.6,8,14,2,2,3,4,4,4,4,4,3,2,2,3,3,3,4,2,2,4,4,2,1,3,4,3,5,3
31,3,3,4,4,4,3,2,3,3,2,0,1,1,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,18,37,7,6,7,7,7,3,29,3,2,3,3,3,3,3,3,3,3,46,23,23,2,3,3,4,3,2,2,3,3,2,4,4,4,2,3,2,6.33333333333333,6,7.33333333333333,5.33333333333333,7.66666666666667,6.5,4.66666666666667,6.33333333333333,7,6,6,8,5,7,7,8,6,8,7,5,4,4,8,9,3,7,7,3,5,6,6,1.5,2.25,3.16666666666667,2,1,1,1,2,2,2,3,2,2,2,4,2,3,4,4,23,3,3,3,2,2,2,2,1,3,2,15.4285714285714,12,13.3333333333333,15,4,4,4,3,4,4,2,4,5,3,1,3,4,2,5,4,4,4,4,4,2,4,4,4,4,2
