"resilience_total","cdrisc_1","cdrisc_2","cdrisc_3","cdrisc_4","cdrisc_5","cdrisc_6","cdrisc_7","cdrisc_8","cdrisc_9","cdrisc_10","gfma_1_r","gfma_2","gfma_3","gfma_4_r","gfma_5","gfma_6","gfma_7_r","gfma_8_r","gfma_9","gfma_10","gfma_11_r","gfma_12_r","gfma_13","gfma_14_r","gfma_15","gfma_16_r","gfma_17_r","gfma_18","gfma_19","gfma_20_r","gfma_total","gratitude_total","gratitude_1","gratitude_2","gratitude_3_r","gratitude_4","gratitude_5","gratitude_6_r","self_efficacy_total","gse_1","gse_2","gse_3","gse_4","gse_5","gse_6","gse_7","gse_8","gse_9","gse_10","burnout_total","burnout_disengagement","burnout_exhaustion","olbi_1","olbi_2_r","olbi_3_r","olbi_4_r","olbi_5","olbi_6_r","olbi_7","olbi_8_r","olbi_9_r","olbi_10","olbi_11_r","olbi_12_r","olbi_13","olbi_14","olbi_15","olbi_16","perma_pos_emotions","perma_engagement","perma_relationships","perma_meaning","perma_accomplishment","perma_wellbeing","perma_neg_emotion","perma_health","perma_1","perma_2","perma_3","perma_4","perma_5","perma_6","perma_7","perma_8","perma_9","perma_10","perma_11","perma_12","perma_13","perma_14","perma_15","perma_16","perma_17","perma_18","perma_19","perma_20","perma_21","perma_22","perma_23","pfi_fulfillment","pfi_emotexhaust","pfi_disengagement","pfi_1","pfi_2","pfi_3","pfi_4","pfi_5","pfi_6","pfi_7","pfi_8","pfi_9","pfi_10","pfi_11","pfi_12","pfi_13","pfi_14","pfi_15","pfi_16","pss_total","pss_1","pss_2","pss_3","pss_4_r","pss_5_r","pss_6","pss_7_r","pss_8_r","pss_9","pss_10","dom1","dom2","dom3","dom4","who_1","who_2","who_3_r","who_4_r","who_5","who_6","who_7","who_8","who_9","who_10","who_11","who_12","who_13","who_14","who_15","who_16","who_17","who_18","who_19","who_20","who_21","who_22","who_23","who_24","who_25","who_26_r"
35,4,4,3,4,3,3,3,3,4,4,0,0,0,1,0,2,2,0,0,0,0,1,1,2,1,2,2,0,0,1,15,42,7,7,7,7,7,7,29,3,3,1,3,3,3,3,3,3,4,38,15,23,1,4,2,4,2,2,1,2,1,3,2,3,4,2,2,3,6.66666666666667,8.33333333333333,3.33333333333333,10,7.33333333333333,7.1875,3.66666666666667,3.66666666666667,10,8,9,5,3,0,4,6,10,7,8,6,0,1,2,8,10,6,8,6,8,10,8,3.83333333333333,3,0,4,4,4,4,4,3,3,3,3,3,0,0,0,0,0,0,20,1,3,2,1,0,4,4,3,1,1,16,12,13.3333333333333,10.5,5,1,5,5,5,5,4,4,3,1,1,2,5,1,5,2,5,5,2,4,4,2,2,2,2,2
26,3,3,3,2,3,2,3,2,2,3,2,1,1,1,1,1,1,1,0,0,0,2,1,2,2,1,1,2,2,1,23,26,5,5,3,5,7,1,29,3,3,2,3,3,3,3,3,3,3,48,22,26,3,4,4,4,2,3,3,4,2,3,2,3,3,3,2,3,4.33333333333333,4,3.66666666666667,4.33333333333333,3.33333333333333,4,5.33333333333333,5,5,2,2,5,3,2,5,3,4,5,3,4,5,3,5,5,4,5,4,8,7,5,5,1,3.25,2.16666666666667,0,1,1,2,2,0,3,3,3,4,3,3,2,1,2,2,26,3,2,3,1,3,2,3,3,3,3,13.1428571428571,8.8,5.33333333333333,16,3,3,3,5,2,2,2,4,4,1,1,3,4,3,4,3,3,4,2,2,1,1,4,5,5,4
40,4,4,4,4,4,4,4,4,4,4,1,0,0,0,0,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,7,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,17,8,9,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,8.33333333333333,8.33333333333333,8,9.33333333333333,8.66666666666667,8.5625,1,8.66666666666667,9,8,9,8,8,6,1,9,10,8,8,1,8,1,10,9,9,10,8,1,8,9,9,3.83333333333333,0.25,0,4,4,4,3,4,4,1,0,0,0,0,0,0,0,0,0,6,1,1,2,0,1,0,0,1,0,0,17.7142857142857,17.6,20,18.5,5,4,5,4,5,5,4,5,5,5,5,4,5,3,5,2,5,5,5,5,5,5,5,5,5,2
38,4,4,3,4,4,4,4,4,4,3,1,0,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,1,16,40,7,7,7,7,7,5,38,4,3,3,4,4,4,4,4,4,4,32,16,16,2,3,1,3,1,1,4,1,2,3,1,3,4,1,1,1,8,9,9,8,9,8.5625,2,9,7,9,10,9,8,9,3,8,8,9,8,1,8,2,10,10,9,10,8,1,9,7,8,3.83333333333333,1,0,3,4,4,4,4,4,1,1,1,1,0,0,0,0,0,0,7,1,1,2,0,1,1,0,1,0,0,19.4285714285714,15.2,14.6666666666667,17.5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,5,4,5,5,4,4,2,5,3,5,5,2
35,4,3,3,3,4,4,3,4,4,3,2,2,2,0,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,25,41,7,7,7,6,7,7,31,3,3,3,3,3,4,3,3,3,3,33,16,17,2,3,2,3,2,2,2,1,1,2,2,2,3,2,2,2,8.33333333333333,8.66666666666667,7.66666666666667,8.33333333333333,8,8.25,2.33333333333333,7.66666666666667,8,8,9,8,9,9,2,8,9,8,9,3,6,2,9,8,8,9,5,3,8,8,9,2.66666666666667,1,1,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,7,2,1,2,0,0,0,0,1,1,0,12.5714285714286,14.4,10.6666666666667,15.5,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,2,2,4,2,4,5,2
25,2,3,3,2,3,3,2,2,2,3,1,1,2,1,1,1,1,1,0,1,2,2,1,1,2,1,1,0,1,1,22,36,7,7,6,6,5,5,28,3,3,2,3,3,3,2,3,3,3,46,22,24,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,5,5,5.33333333333333,3,4,4.625,6.66666666666667,6.66666666666667,2,3,5,6,5,6,7,4,5,5,3,6,7,6,4,5,2,7,6,7,7,5,7,0,2,2.33333333333333,0,0,0,0,0,0,2,2,3,1,2,2,2,2,3,3,24,2,3,3,2,2,3,2,3,2,2,13.7142857142857,11.2,13.3333333333333,13.5,4,4,5,3,3,2,2,3,4,3,3,3,4,5,5,5,2,1,2,3,3,4,2,1,5,4
28,3,3,3,3,3,3,3,2,3,2,0,0,0,0,1,0,0,0,2,1,1,2,1,1,2,1,0,0,1,1,14,37,6,7,6,6,6,6,27,3,3,3,2,3,3,2,3,3,2,27,10,17,1,3,1,2,2,1,2,2,1,2,1,2,1,2,2,2,6.33333333333333,6.33333333333333,5.66666666666667,6.66666666666667,6.66666666666667,6.375,6.66666666666667,5,7,7,7,5,6,6,7,6,6,6,6,5,5,5,5,7,7,5,6,8,6,7,7,2.5,1.5,0,2,2,2,2,4,3,1,1,2,2,0,0,0,0,0,0,22,3,4,3,1,1,2,1,1,3,3,14.2857142857143,11.2,10.6666666666667,15.5,4,2,4,4,3,3,3,5,4,3,3,3,4,3,5,3,3,3,3,3,2,3,4,4,4,2
34,3,4,2,3,3,4,4,4,4,3,1,0,1,1,0,1,1,2,2,0,1,2,2,1,1,1,0,1,2,1,21,41,7,7,7,7,7,6,37,4,3,3,4,4,4,3,4,4,4,41,23,18,2,3,2,1,1,2,3,3,4,3,4,3,4,1,2,3,6.66666666666667,7.66666666666667,6.66666666666667,6.33333333333333,8.33333333333333,7.0625,3.66666666666667,1.66666666666667,6,8,8,3,6,7,6,7,6,9,7,7,1,2,8,10,7,1,5,3,8,5,6,2.83333333333333,1.25,1.16666666666667,3,4,2,4,2,2,1,1,2,1,1,1,1,2,1,1,10,2,1,2,0,0,1,1,1,1,1,17.1428571428571,11.2,8,15,4,1,4,5,3,3,4,5,3,4,1,3,5,4,5,4,4,4,4,2,2,2,3,2,5,3
39,4,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,4,3,4,4,4,4,4,4,4,4,26,16,10,1,1,1,1,1,2,2,1,2,1,1,1,4,2,3,2,7.66666666666667,8.33333333333333,6.66666666666667,8.33333333333333,7.33333333333333,7.625,2.33333333333333,5,7,8,8,5,7,9,3,6,8,10,8,7,5,2,8,8,10,5,3,2,9,6,7,2.83333333333333,0.75,0.833333333333333,3,3,2,4,3,2,1,0,2,0,0,0,0,0,2,3,14,1,1,1,2,0,1,1,3,2,2,16,17,4,16.8,5,2,3,5,5,5,2,5,3,4,5,4,5,4,4,4,4,4,2,1,NA,NA,NA,NA,NA,NA
33,3,3,4,3,3,4,3,4,3,3,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,13,41,7,7,6,7,7,7,30,3,3,2,3,3,3,3,3,4,3,30,12,18,1,3,2,2,2,2,2,2,2,3,1,2,1,2,1,2,7.66666666666667,7.33333333333333,7.33333333333333,7.33333333333333,6.66666666666667,7.375,2.66666666666667,6.33333333333333,7,7,7,7,8,8,4,6,8,8,8,1,5,1,8,7,7,7,6,3,7,7,9,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,19,3,2,2,1,1,2,2,3,2,1,17.7142857142857,16,14.6666666666667,18,5,4,4,5,5,5,3,5,5,4,4,3,5,3,5,5,4,4,4,4,3,4,5,5,5,2
30,3,3,3,3,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,10,41,7,7,7,7,7,6,31,4,3,3,3,3,4,2,3,3,3,26,12,14,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,7,9.66666666666667,7.33333333333333,8.33333333333333,5.33333333333333,7.4375,3.66666666666667,6.33333333333333,7,6,10,7,7,9,1,3,10,7,9,8,7,6,8,7,8,5,5,4,10,7,6,3.83333333333333,1.25,0,4,4,4,3,4,4,2,1,1,1,0,0,0,0,0,0,18,3,1,2,1,1,3,1,2,2,2,16,12,12,19,4,4,4,5,4,4,3,5,3,4,2,5,5,5,5,3,4,3,3,3,3,3,5,5,5,2
28,3,3,2,3,3,3,2,3,3,3,2,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,1,0,0,19,41,7,7,7,7,7,6,31,3,3,3,3,3,4,3,3,3,3,29,14,15,2,2,1,2,2,2,2,2,1,1,1,2,3,2,2,2,7.33333333333333,7.33333333333333,9,8.66666666666667,8,8.0625,3.33333333333333,7.33333333333333,9,9,7,7,7,9,6,7,9,7,8,1,7,2,9,8,8,8,9,2,7,8,8,4,0,0.333333333333333,4,4,4,4,4,4,0,0,0,0,0,0,0,1,1,0,10,1,1,2,1,1,0,2,1,0,1,19.4285714285714,15.2,18.6666666666667,19,5,4,5,5,5,5,5,5,5,5,3,4,5,4,5,4,5,5,4,5,4,5,5,5,5,2
37,4,3,4,4,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,9.66666666666667,9.33333333333333,9,9.4375,1,9,9,9,10,9,9,10,1,8,10,9,10,1,8,1,10,10,9,10,9,1,10,9,10,4,0,0,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,12,2,2,1,0,1,1,2,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3,3,2,2,4,2,2,2,2,2,1,1,1,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,19,41,7,7,7,7,7,6,31,4,3,3,3,3,3,3,3,3,3,36,17,19,2,3,2,2,2,2,2,2,2,3,2,3,3,2,2,2,6,6,7.66666666666667,6.66666666666667,7.33333333333333,6.6875,7.66666666666667,7.33333333333333,7,6,6,8,6,8,8,7,6,6,6,5,6,8,7,9,7,8,8,7,6,6,6,2.33333333333333,1.5,1,2,2,2,2,3,3,2,1,2,1,1,1,1,1,1,1,17,2,2,3,1,2,1,1,2,2,1,16,13.6,13.3333333333333,15.5,4,4,5,5,3,3,4,3,5,4,4,3,4,4,4,2,4,4,4,4,2,4,4,4,4,3
34,4,4,3,2,4,3,3,3,4,4,2,1,2,1,0,2,1,0,1,1,0,1,1,1,2,2,1,0,1,0,20,42,7,7,7,7,7,7,37,4,3,3,4,4,4,4,3,4,4,30,18,12,2,2,2,2,2,2,2,1,3,1,2,1,2,1,3,2,7,8.66666666666667,6.66666666666667,6,7.66666666666667,7.1875,6,9.33333333333333,6,6,8,9,7,6,7,8,6,8,9,7,9,4,7,9,6,10,7,7,9,6,7,2.33333333333333,1,0,2,2,2,4,2,2,2,0,2,0,0,0,0,0,0,0,16,1,1,3,1,1,3,1,2,1,2,17.7142857142857,13.6,9.33333333333333,17,4,5,4,5,4,3,5,5,5,5,4,2,5,4,5,2,5,5,3,3,1,3,4,4,5,3
31,3,3,4,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,41,21,20,2,3,3,3,2,2,2,2,3,2,3,2,3,3,3,3,8,7.66666666666667,6.66666666666667,7,7.66666666666667,7.375,2.66666666666667,3.66666666666667,7,7,8,5,8,6,5,9,7,9,8,6,3,0,8,7,7,3,6,3,7,7,7,2,0.75,1,2,2,2,2,2,2,0,1,1,1,0,0,0,2,2,2,14,1,1,2,1,1,2,1,1,2,2,16.5714285714286,13.6,10.6666666666667,18,4,2,3,5,4,3,3,5,5,4,4,4,5,4,5,4,4,4,4,3,1,4,5,4,4,2
34,3,3,4,4,4,4,2,3,4,3,1,0,0,0,0,1,2,2,1,0,0,1,1,0,1,1,0,1,3,1,16,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,29,13,16,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,7,8,7.66666666666667,8.33333333333333,8,7.8125,3.33333333333333,8,9,8,8,8,8,8,6,8,8,8,8,6,7,2,7,8,8,9,8,2,8,5,8,3,0.25,0.166666666666667,3,3,3,3,3,3,1,0,0,0,1,0,0,0,0,0,12,2,1,2,1,1,1,1,1,1,1,17.7142857142857,16,16,18.5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,5,2
37,3,4,4,4,4,4,3,3,4,4,1,0,0,0,1,1,1,1,2,0,0,1,1,1,2,1,1,1,1,1,17,32,7,7,1,7,7,3,30,3,3,3,3,3,3,3,3,3,3,35,15,20,2,3,3,3,2,3,2,3,1,2,1,2,1,3,2,2,9,8.66666666666667,8.33333333333333,9.33333333333333,8.66666666666667,8.8125,7.66666666666667,8.66666666666667,9,8,8,8,9,7,5,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,3,1.5,0,3,3,3,3,3,3,1,2,2,1,0,0,0,0,0,0,14,2,2,2,2,2,1,1,1,0,1,17.1428571428571,14.4,13.3333333333333,16,4,3,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,2
35,3,4,3,4,3,4,3,4,3,4,0,0,0,3,0,0,0,3,0,0,0,3,1,1,0,0,0,1,0,0,12,42,7,7,7,7,7,7,30,4,2,3,3,3,3,3,3,3,3,35,17,18,1,2,2,3,2,2,2,2,2,3,2,2,4,2,2,2,8.66666666666667,9.33333333333333,7.66666666666667,8.66666666666667,8.33333333333333,8.5,4,7,8,7,9,6,9,8,8,10,10,9,9,2,7,1,8,8,8,8,7,3,10,8,8,3.5,1,0.666666666666667,3,3,3,4,4,4,1,2,0,1,1,2,0,0,1,0,13,1,1,2,1,1,2,2,1,1,1,16.5714285714286,15.2,12,13.5,4,2,5,5,5,4,4,4,2,4,4,4,5,2,5,2,4,4,4,3,2,4,2,4,4,2
35,4,4,3,3,4,4,2,3,4,4,0,3,3,3,0,1,1,3,3,0,1,0,1,1,0,0,0,0,0,0,20,40,7,6,7,7,6,7,38,4,3,3,4,4,4,4,4,4,4,38,18,20,2,2,3,2,3,2,2,3,1,2,2,2,3,3,3,3,6.66666666666667,5.33333333333333,7.33333333333333,7,6,6.25,6,7.66666666666667,8,6,8,8,7,7,9,6,6,8,6,6,7,2,9,6,7,8,6,7,2,5,3,2,1.25,0.5,2,2,2,2,2,2,1,1,2,1,0,0,0,1,1,1,19,1,2,3,2,2,1,2,2,1,3,12.5714285714286,13.6,13.3333333333333,11.5,2,4,3,3,3,4,3,4,1,4,5,2,4,3,4,2,4,2,3,3,3,4,1,4,4,2
35,4,4,3,4,4,3,3,3,4,3,2,1,1,2,1,1,1,1,0,1,1,2,0,0,3,2,1,0,0,1,21,41,7,7,7,7,7,6,35,4,3,3,4,3,4,3,4,4,3,35,15,20,3,3,1,3,2,2,2,3,2,2,1,3,2,2,2,2,9,6.66666666666667,9,9,9,8.5625,3.66666666666667,9.66666666666667,9,8,9,10,9,8,8,9,9,10,9,1,9,2,10,10,9,10,9,1,2,8,9,3.16666666666667,2,0.5,3,4,3,3,3,3,2,2,2,2,0,0,0,1,1,1,9,2,1,2,0,0,0,1,1,1,1,16.5714285714286,16.8,17.3333333333333,18.5,5,5,3,3,5,4,4,5,5,4,5,4,5,3,5,5,5,4,5,5,3,5,5,5,5,2
34,4,4,4,3,3,4,3,3,3,3,1,1,1,0,3,2,1,0,0,0,0,1,0,0,2,0,1,1,0,1,15,42,7,7,7,7,7,7,38,4,3,3,4,4,4,4,4,4,4,23,10,13,1,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,9,9,9,10,9,9.1875,1.33333333333333,1.33333333333333,10,9,9,2,9,9,1,9,10,9,9,0,1,1,9,9,10,1,9,2,9,9,9,3.83333333333333,1,0.166666666666667,4,4,4,3,4,4,1,1,1,1,0,0,0,1,0,0,10,2,1,1,0,1,1,1,1,1,1,12.5714285714286,14.4,16,18.5,5,1,2,2,5,5,5,5,5,4,1,5,5,4,2,3,4,5,5,4,3,5,5,4,4,2
29,3,3,2,3,3,3,3,3,3,3,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,28,40,7,7,6,7,7,6,32,3,3,3,3,4,4,3,3,3,3,39,21,18,3,3,3,2,1,3,2,3,3,2,2,3,2,2,3,2,7,7,6,8.33333333333333,8,7.3125,7,9,9,8,8,9,6,6,7,8,9,8,7,7,9,8,5,8,7,9,7,6,6,7,8,2.83333333333333,1.25,0.833333333333333,2,3,3,3,3,3,1,1,2,1,0,1,1,1,1,1,13,2,2,2,1,1,1,1,1,2,0,18.8571428571429,14.4,9.33333333333333,17.5,4,4,5,4,4,4,4,5,5,5,4,5,4,4,5,4,5,5,4,2,1,4,4,3,5,2
39,4,4,4,4,3,4,4,4,4,4,1,1,1,0,1,1,0,0,1,0,0,2,0,0,2,1,1,1,0,1,14,40,7,7,7,6,6,7,38,4,3,3,4,4,4,4,4,4,4,38,20,18,2,3,1,3,2,2,2,2,4,2,3,2,4,1,2,3,7,8.33333333333333,4.33333333333333,7.66666666666667,6.66666666666667,6.8125,3,6.66666666666667,8,7,8,7,7,6,4,6,8,7,7,0,6,3,7,7,7,7,0,2,10,7,7,3,1.75,2,0,2,4,4,4,4,1,2,2,2,1,4,1,1,1,4,10,1,3,1,0,1,1,1,1,1,0,16,14.4,8,14.5,4,3,4,4,4,4,4,5,4,4,4,3,4,2,5,3,4,4,4,2,1,3,4,2,5,2
38,4,4,4,4,3,3,4,4,4,4,1,1,2,1,1,2,1,2,0,1,1,2,2,0,1,1,1,1,1,1,23,38,7,7,4,7,7,6,35,4,3,3,4,4,4,3,3,3,4,40,22,18,3,3,2,2,2,4,2,2,3,2,1,2,4,2,3,3,5.66666666666667,7.33333333333333,3.66666666666667,5.33333333333333,7,5.75,4,1.66666666666667,3,7,7,1,5,6,1,7,6,8,8,8,1,5,4,7,7,3,1,6,7,4,5,2.16666666666667,3.5,1.5,1,4,1,4,1,2,2,4,4,4,1,1,1,2,2,2,19,2,3,2,1,3,1,2,2,1,2,10.2857142857143,12,10.6666666666667,18,2,1,2,4,3,3,2,5,4,1,3,5,5,3,4,3,2,2,4,2,1,5,4,5,5,2
34,4,4,2,2,4,3,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,21,42,7,7,7,7,7,7,30,3,3,3,3,3,3,3,3,3,3,29,16,13,2,1,1,2,2,1,4,1,1,1,1,1,3,2,3,3,7.66666666666667,8.66666666666667,8.33333333333333,8.66666666666667,8.66666666666667,8.375,2,9,9,9,9,9,7,9,3,7,8,8,9,1,8,1,9,10,9,10,7,2,8,8,8,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,11,2,1,1,0,0,0,1,1,1,4,18.2857142857143,14.4,16,16.5,5,4,5,5,4,4,4,4,4,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,20,11,9,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,9,10,9.66666666666667,10,9.33333333333333,9.625,0.333333333333333,9,10,9,10,9,9,10,0,9,10,9,10,0,8,1,10,10,10,10,9,0,10,9,10,4,0.25,0,4,4,4,4,4,4,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,16,17.6,18.6666666666667,20,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,2,5,5,4,5,5,5,5,2
37,4,4,3,4,3,4,3,4,4,4,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,1,1,0,8,41,7,7,7,7,7,6,33,4,3,3,4,3,3,3,3,3,4,43,25,18,3,3,4,2,2,2,3,2,4,2,2,2,4,2,3,3,7.33333333333333,3.33333333333333,4.33333333333333,5.33333333333333,5.66666666666667,5.25,2,5,5,3,1,5,7,4,3,5,4,9,6,3,5,1,5,9,7,5,4,2,3,6,6,1.83333333333333,1.5,1.5,3,3,1,3,0,1,2,1,2,1,1,1,1,2,2,2,8,0,1,2,0,2,0,1,2,0,0,17.1428571428571,13.6,9.33333333333333,17.5,4,3,5,5,4,4,3,4,4,4,4,4,5,5,5,4,4,3,3,2,2,3,4,4,5,2
27,3,3,3,3,3,2,2,2,3,3,1,0,0,0,0,1,2,0,0,0,2,2,2,0,1,1,1,1,1,1,16,38,7,7,6,6,6,6,28,3,2,2,3,3,3,3,3,3,3,45,23,22,3,3,3,1,3,3,2,4,3,3,2,3,4,2,3,3,7.33333333333333,7,7,6,5.33333333333333,6.5625,3.33333333333333,5.33333333333333,6,4,7,5,8,7,3,4,4,8,7,4,4,2,7,8,8,7,7,5,7,6,7,1.5,2.5,1,2,2,1,2,1,1,3,1,3,3,1,1,1,1,1,1,13,1,1,2,1,2,0,2,2,1,1,14.8571428571429,12,10.6666666666667,15.5,4,2,3,4,4,3,3,4,4,3,3,3,4,4,5,4,4,3,3,3,1,4,4,4,4,2
31,3,3,3,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7.33333333333333,7.66666666666667,7.66666666666667,7.33333333333333,7.375,4.33333333333333,8.66666666666667,8,8,8,9,7,9,6,7,7,7,7,4,8,4,8,7,8,9,6,3,7,7,7,3,0.75,0,3,3,3,3,3,3,1,0,1,1,0,0,0,0,0,0,11,2,1,2,2,1,1,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,42,7,7,7,7,7,7,40,4,4,4,4,4,4,4,4,4,4,30,17,13,2,2,2,2,1,2,2,2,2,1,1,2,4,1,2,2,8,8.66666666666667,8,8,8,8.125,0.666666666666667,8.33333333333333,8,7,9,8,8,8,0,8,8,8,8,6,8,1,8,9,8,9,8,1,9,8,8,3.16666666666667,1,1,3,3,3,4,3,3,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,0,0,0,1,0,18.8571428571429,16.8,14.6666666666667,20,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,3,4,5,5,5,2
26,2,3,3,3,2,3,2,2,3,3,1,1,1,1,0,0,1,2,1,1,2,1,0,1,1,1,2,1,1,2,21,38,7,7,6,6,6,6,28,3,3,2,3,3,3,2,3,3,3,40,20,20,2,4,3,3,1,3,2,3,3,2,2,3,3,2,2,2,3.66666666666667,7,4.33333333333333,6.33333333333333,4.66666666666667,5.1875,6,4.66666666666667,5,4,7,5,3,5,8,3,7,4,5,6,4,5,5,7,7,5,3,5,9,4,5,2,1.5,0.666666666666667,2,2,2,2,2,2,2,1,1,2,0,0,1,0,2,1,25,3,3,4,2,2,2,2,2,3,2,12,11.2,12,13,4,3,3,4,3,3,2,2,3,3,1,2,4,3,3,1,4,3,3,3,2,4,4,4,4,4
28,3,3,3,2,3,3,2,3,3,3,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,16,42,7,7,7,7,7,7,39,4,3,4,4,4,4,4,4,4,4,36,18,18,2,3,2,2,2,2,2,2,3,2,2,3,3,2,2,2,8,8.33333333333333,4.33333333333333,8,5.66666666666667,6.9375,2.66666666666667,6.33333333333333,8,8,8,7,8,7,3,7,8,8,8,4,6,3,4,2,8,6,2,2,9,8,8,2.66666666666667,1.75,0,3,3,3,2,2,3,2,3,0,2,0,0,0,0,0,0,19,2,2,2,2,1,3,1,1,2,3,14.2857142857143,14.4,14.6666666666667,16.5,4,2,3,5,4,4,4,3,4,3,4,4,5,5,5,3,4,2,4,3,3,5,4,3,5,2
22,2,2,3,1,4,2,2,2,2,2,0,0,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,7,42,7,7,7,7,7,7,26,3,2,3,3,3,2,3,2,2,3,27,13,14,1,3,1,3,2,2,1,1,3,2,1,1,3,1,1,1,4.66666666666667,7,7,5,6,5.8125,7,0,6,5,9,0,6,9,3,4,5,6,5,6,0,10,7,9,4,0,5,8,7,2,4,2.16666666666667,0,0,2,1,3,1,3,3,0,0,0,0,0,0,0,0,0,0,26,2,3,3,2,4,2,2,4,0,4,13.1428571428571,12,17.3333333333333,13,2,1,4,1,4,3,3,5,3,4,4,1,5,1,4,2,4,4,2,3,5,5,2,4,5,2
